id,first,last,dob,signup,email,signupDurationSeconds,id_type,id_country,nationality,domicile,device,ad_redirect,vpn,creditScore,profit,high,pct_rank,top
161,Vergil,Stracke,1956-01-17,2020-03-16,hotmail,503,national_id,UK,Russia,France,ios,0,0,746,55.69,1,0.7209,1
4763,Laurene,Hodkiewicz,1954-01-06,2020-03-12,gmail,1046,national_id,Russia,Germany,Russia,android,0,0,587,22.43,0,0.4014,0
2948,Aloma,Grady,1977-08-15,2020-03-30,hotmail,868,passport,Germany,France,UK,ios,0,0,666,346.97,1,0.9865,1
4338,Memphis,Crooks,1984-03-09,2020-07-15,gmail,925,national_id,Germany,France,Germany,ios,0,0,725,100.63,0,0.864,1
5453,Schley,Hyatt,1957-11-20,2020-03-14,gmail,518,national_id,Germany,France,Germany,android,0,0,698,45.2,0,0.65435,1
678,Wiliam,Davis,1984-09-27,2020-12-12,hotmail,86,passport,UK,UK,France,ios,1,0,376,89.34,1,0.8385,1
1294,Alva,Wiza,1971-08-03,2020-06-24,gmail,913,drivers_licence,UK,Russia,France,android,0,0,535,2.2,0,0.0081,0
649,Tamika,Corkery,1982-11-22,2021-01-30,yahoo,592,national_id,Russia,Russia,UK,ios,0,0,689,36.66,1,0.5812,0
1989,Celine,Fritsch,1997-04-26,2020-11-18,hotmail,1179,drivers_licence,France,Russia,France,ios,0,0,797,20.52,0,0.3688,0
2741,Corda,Kessler,1957-03-24,2020-04-06,gmail,730,passport,UK,UK,France,ios,0,0,427,4.99,1,0.0519,0
3728,Alexina,Renner,1943-06-28,2021-01-17,yahoo,149,national_id,France,Germany,France,android,0,0,838,27.71,0,0.47775,0
1874,Sebrina,Nolan,1965-04-06,2020-11-27,gmail,332,passport,Germany,France,Russia,ios,0,1,809,205.44,1,0.9588,1
700,Krystal,Green,1988-05-14,2020-08-27,hotmail,498,national_id,UK,Germany,Russia,android,0,0,811,49.55,0,0.6853,1
5031,Starling,Stehr,1964-07-06,2020-08-29,gmail,750,national_id,France,Russia,Russia,android,0,0,323,18.71,0,0.34025,0
3378,Alaya,Abshire,1950-01-12,2020-01-03,hotmail,490,drivers_licence,UK,Russia,UK,android,0,0,807,32.7,0,0.5387,0
536,Cleora,Rosenbaum,1956-05-27,2020-10-04,gmail,317,passport,France,Russia,France,ios,0,0,357,44.7,1,0.6506,1
5447,Selah,Crona,1946-05-18,2020-04-05,hotmail,1001,national_id,Germany,Russia,Russia,android,0,0,724,9.3,0,0.15135,0
5246,Clemie,Farrell,1950-05-11,2020-08-06,gmail,794,national_id,UK,UK,UK,windows,0,0,408,58.42,0,0.73465,1
1027,Perley,Stamm,1972-04-29,2020-07-09,hotmail,100,national_id,UK,Germany,France,ios,1,0,771,30.34,0,0.51115,0
5045,Cherryl,Pfeffer,1984-01-31,2021-01-10,yahoo,111,national_id,Russia,France,France,ios,0,0,802,168.52,0,0.9396,1
2608,Littie,Hegmann,1953-06-08,2020-07-21,yahoo,817,passport,UK,Russia,UK,android,0,0,524,20.66,0,0.3711,0
2216,Wendy,King,1995-10-03,2020-08-30,gmail,767,passport,UK,Germany,France,ios,0,0,524,395.31,1,0.9899,1
397,Vada,Schroeder,1989-08-11,2020-05-28,gmail,587,national_id,UK,UK,Russia,android,0,0,584,13.8,0,0.24725,0
2892,Alexandre,Metz,1947-12-04,2020-06-24,hotmail,1124,national_id,UK,Russia,Germany,android,0,0,598,14.66,0,0.26365,0
2974,Gracie,Oberbrunner,1940-09-03,2020-02-26,hotmail,959,national_id,UK,Russia,France,android,0,0,370,10.74,0,0.1837,0
1182,Carleton,Dare,1969-09-01,2020-08-28,gmail,715,passport,Russia,France,Russia,ios,0,0,538,131.31,1,0.9102,1
1219,Larae,Gutmann,1967-04-30,2020-05-21,yahoo,772,passport,Germany,UK,Russia,android,0,0,799,67.82,1,0.7718,1
2560,Katrina,Aufderhar,1953-02-12,2020-11-26,hotmail,603,national_id,France,UK,Germany,android,1,0,456,65.54,0,0.763,1
1530,Georgianna,Schowalter,1945-11-06,2020-06-15,yahoo,382,national_id,France,Russia,Russia,android,1,0,337,4.12,0,0.0371,0
3956,Lashanda,Beer,1964-07-13,2020-04-29,yahoo,1059,national_id,Germany,Russia,Germany,android,0,1,561,15.94,0,0.28965,0
3436,Sibyl,Pfeffer,1960-10-09,2020-07-03,gmail,415,drivers_licence,Germany,Germany,UK,ios,0,0,803,103.29,1,0.86995,1
1241,Reyes,Kassulke,1998-12-01,2021-01-23,gmail,1161,passport,France,France,France,ios,1,0,367,16.71,0,0.3051,0
240,Mittie,Lockman,1965-07-28,2020-01-14,gmail,974,national_id,UK,France,France,ios,1,0,452,60.01,1,0.7427,1
2184,Nana,Deckow,1949-01-08,2020-03-27,gmail,551,passport,UK,France,Russia,android,1,0,666,12.52,0,0.22045,0
5724,Desean,Ruecker,1956-08-28,2021-01-29,hotmail,93,drivers_licence,Russia,Russia,Russia,android,0,0,399,25.48,0,0.44705,0
2607,Lue,McGlynn,1977-12-27,2020-07-03,yahoo,222,passport,Russia,France,UK,android,1,0,329,22.51,0,0.40245,0
3670,Lucille,Bins,1975-07-12,2020-07-08,hotmail,788,drivers_licence,Germany,France,France,android,0,0,530,90.91,0,0.8431,1
3222,Dane,Ebert,1980-10-08,2020-06-05,yahoo,531,national_id,France,France,UK,android,1,0,794,57.96,0,0.7326,1
890,Nikko,Aufderhar,1981-08-16,2020-11-04,gmail,998,drivers_licence,Germany,UK,France,android,1,0,478,12.14,0,0.21375,0
5451,Brianna,Barton,1973-11-01,2020-02-28,yahoo,1034,passport,Russia,France,Germany,android,0,0,600,14.26,0,0.2562,0
4842,Mimi,Feil,1947-02-24,2020-05-06,hotmail,856,national_id,UK,Germany,Germany,ios,0,0,560,7.24,0,0.10055,0
4524,Vonnie,Sanford,1952-07-07,2020-02-02,gmail,807,drivers_licence,France,Russia,Russia,ios,0,0,369,3.08,0,0.0204,0
1987,Alvin,O'Conner,1968-11-04,2020-11-28,gmail,87,drivers_licence,France,France,France,ios,0,0,325,7.77,0,0.1132,0
1403,Oda,Waters,1981-11-22,2020-04-07,gmail,1001,national_id,Germany,Germany,France,ios,0,0,667,183.69,0,0.9496,1
1476,London,Boyer,1947-06-22,2020-09-05,hotmail,812,drivers_licence,Russia,Russia,UK,ios,1,0,748,161.47,1,0.9346,1
2773,Dicy,Jakubowski,1966-07-17,2021-01-19,hotmail,882,drivers_licence,France,Germany,Russia,ios,0,0,718,27.79,1,0.4788,0
3693,Shelly,Kuhic,1965-01-05,2020-11-16,hotmail,831,passport,Germany,Russia,Russia,windows,1,0,302,33.68,1,0.5501,0
740,Doretta,Muller,1986-04-26,2020-07-17,gmail,263,national_id,Russia,Germany,Russia,ios,0,0,666,12.41,0,0.21845,0
779,Garner,Kessler,1941-06-07,2020-09-15,hotmail,825,national_id,Russia,UK,France,android,1,1,599,21.12,0,0.379,0
5057,Nathan,Beier,1979-04-14,2020-11-16,gmail,1028,drivers_licence,Germany,Germany,Russia,android,0,0,659,9.48,0,0.1553,0
2933,Rube,Schiller,1962-04-28,2020-09-08,hotmail,152,passport,UK,Germany,Germany,ios,0,0,620,375.96,1,0.9891,1
425,Shaquan,Bernhard,1953-09-02,2021-01-23,hotmail,1119,passport,France,Germany,France,ios,0,0,554,59.9,1,0.7422,1
5117,Burnice,Mohr,1949-07-16,2020-06-21,hotmail,916,national_id,Russia,Germany,Russia,ios,0,0,786,26.84,0,0.46585,0
2575,Makhi,Greenfelder,1946-10-13,2020-11-01,gmail,1140,passport,UK,France,UK,ios,0,0,430,32.0,1,0.53005,0
5312,Myra,Anderson,1965-05-21,2020-11-06,hotmail,50,passport,France,Russia,France,android,0,0,527,62.01,0,0.75125,1
3498,Asberry,Wiegand,1990-12-10,2020-06-22,hotmail,914,passport,France,Russia,France,ios,0,0,507,120.87,1,0.8979,1
295,Octave,Stark,1974-04-24,2020-06-04,yahoo,1143,national_id,UK,UK,France,android,1,0,806,5.7,0,0.0677,0
4331,Kala,Turner,1950-10-24,2020-09-25,hotmail,1011,national_id,UK,Russia,France,android,0,0,438,7.65,0,0.1101,0
4016,Rosabelle,Parker,1959-07-22,2020-09-08,yahoo,182,national_id,France,Germany,Germany,android,1,0,410,32.82,0,0.5404,0
2843,Helen,Spinka,1972-12-03,2020-05-12,hotmail,456,national_id,France,UK,Russia,android,0,0,328,5.85,0,0.07135,0
465,Giana,Jones,1946-10-25,2020-12-25,hotmail,744,passport,UK,Germany,Germany,ios,1,0,548,131.26,1,0.91005,1
4136,Maxine,Koelpin,1965-03-20,2020-10-21,hotmail,673,drivers_licence,Germany,Germany,Germany,android,0,0,490,30.39,0,0.5116,0
4969,Imelda,Hermann,1975-12-24,2020-03-14,gmail,32,national_id,France,Russia,France,android,1,0,367,30.88,0,0.5167,0
2273,Rico,Blick,1981-07-14,2021-01-01,hotmail,1142,drivers_licence,UK,Germany,UK,android,0,0,450,3.92,0,0.033,0
3637,Latrell,Stoltenberg,1956-12-25,2020-02-15,gmail,583,national_id,France,Russia,Russia,ios,1,0,432,13.0,1,0.2308,0
2091,Oliva,Considine,1953-11-13,2020-08-16,hotmail,865,national_id,UK,France,UK,android,1,0,363,11.08,0,0.19035,0
277,Dorothy,Lockman,1950-12-20,2020-05-23,yahoo,266,drivers_licence,France,UK,Germany,android,0,0,353,2.9,0,0.0173,0
2012,Lakesha,Conroy,1955-01-31,2020-10-23,hotmail,779,national_id,France,Germany,Germany,android,1,1,657,10.13,0,0.1697,0
1587,Anice,Brown,1964-08-23,2020-01-08,gmail,1047,passport,Germany,France,UK,android,1,0,633,26.87,0,0.46635,0
2215,Verlyn,Jakubowski,1969-04-25,2020-05-25,yahoo,1161,passport,Russia,UK,Germany,ios,0,0,816,56.93,1,0.72735,1
3740,Powell,Leffler,1985-02-28,2020-12-23,gmail,372,drivers_licence,France,France,France,android,1,0,485,33.38,0,0.54625,0
3139,Less,Lowe,1994-06-08,2020-12-26,yahoo,347,passport,UK,Germany,Germany,ios,1,0,412,5.52,1,0.0629,0
1204,Adeline,Murphy,1994-07-08,2020-11-20,yahoo,1033,passport,UK,Russia,Russia,windows,0,0,532,15.44,0,0.27925,0
5148,Jerod,Hamill,1948-02-06,2020-06-23,yahoo,794,national_id,UK,Germany,France,android,1,0,400,41.02,0,0.6192,1
1725,Talan,Marvin,1986-11-25,2020-11-01,hotmail,779,passport,France,Russia,Germany,ios,0,0,742,27.25,1,0.4713,0
5857,Art,Hintz,1953-01-16,2020-05-21,hotmail,735,national_id,Germany,France,Germany,android,0,0,360,28.21,0,0.4844,0
3829,Nelle,Douglas,1942-01-25,2020-05-19,hotmail,773,passport,Russia,Russia,France,android,1,0,562,6.36,0,0.0811,0
517,Hortencia,Torphy,1950-06-23,2020-02-08,yahoo,1067,drivers_licence,Russia,Russia,France,ios,1,1,780,62.77,1,0.75395,1
2196,Kiera,Champlin,1952-12-25,2020-04-05,gmail,862,drivers_licence,Russia,Germany,Germany,ios,0,0,548,209.74,1,0.9605,1
3911,Josef,Connelly,1954-02-08,2020-08-10,yahoo,509,national_id,France,Germany,France,ios,0,0,512,0.68,0,0.0003,0
4321,Helene,Koch,1970-04-21,2020-08-07,hotmail,1150,national_id,France,UK,UK,android,0,1,680,15.25,0,0.27495,0
5212,Julisa,Kub,1942-09-01,2020-07-05,gmail,1127,national_id,France,Germany,Russia,ios,0,0,329,5.21,0,0.056,0
5599,Pedro,Schamberger,1959-10-05,2020-12-21,hotmail,105,national_id,France,Germany,Russia,ios,1,0,735,142.01,0,0.9209,1
3790,Tracey,Lindgren,1949-02-07,2020-08-21,yahoo,1165,drivers_licence,UK,Russia,UK,ios,0,0,482,36.88,0,0.58345,0
179,Unknown,Towne,1982-05-17,2020-04-05,hotmail,943,national_id,UK,Germany,Russia,android,0,0,740,24.75,0,0.4369,0
4965,Alysha,King,1991-07-01,2020-06-11,yahoo,564,national_id,Germany,Germany,Germany,android,1,0,745,24.53,0,0.4339,0
2222,Meadow,Parker,1982-07-21,2020-10-31,gmail,1095,passport,UK,France,France,ios,0,0,442,15.13,1,0.272,0
1889,Darin,Reilly,1957-04-14,2020-03-05,gmail,1178,passport,Germany,UK,Germany,ios,0,0,372,215.18,1,0.9621,1
4650,Armin,Schiller,1988-11-04,2020-07-29,yahoo,483,passport,UK,Germany,Germany,android,0,0,796,81.05,0,0.8161,1
198,Victorine,Quigley,1957-12-10,2021-01-29,hotmail,233,passport,UK,Germany,France,android,0,1,358,15.53,0,0.2813,0
5946,Ainsley,Schuster,1955-05-11,2020-01-26,hotmail,441,national_id,Germany,UK,UK,android,0,0,841,66.02,0,0.7651,1
4212,Tai,Crona,1954-08-05,2020-02-03,gmail,855,national_id,UK,Russia,France,android,0,0,632,10.85,0,0.1856,0
3942,Rohan,Jast,1970-09-15,2020-08-11,gmail,941,passport,Germany,Russia,France,ios,0,0,792,221.94,1,0.9648,1
4457,Treena,Feest,1972-02-22,2020-11-05,hotmail,1161,drivers_licence,France,France,Russia,android,0,0,635,64.39,0,0.7601,1
1645,Erlinda,Kerluke,1984-08-04,2020-12-17,hotmail,334,national_id,UK,Germany,Russia,ios,0,0,349,11.57,0,0.2023,0
1085,Eric,Funk,1998-11-10,2020-05-11,hotmail,1018,passport,Russia,Russia,Russia,ios,0,0,601,94.12,1,0.8501,1
4612,Renae,Gottlieb,1974-07-11,2020-09-17,gmail,726,drivers_licence,France,UK,France,android,1,0,471,30.29,0,0.5105,0
2434,Flem,Hilll,1947-10-31,2020-05-16,hotmail,1074,national_id,Germany,UK,Germany,android,0,0,690,11.64,0,0.2038,0
5192,Margaretha,Batz,1991-08-24,2020-11-28,gmail,1192,national_id,France,UK,Germany,android,0,0,387,14.07,0,0.25255,0
1482,Sid,Davis,1994-03-13,2020-12-17,yahoo,1128,national_id,Germany,Russia,UK,ios,1,0,440,28.98,1,0.49435,0
3538,Clell,Terry,1978-09-25,2020-11-15,hotmail,543,passport,Germany,France,France,android,0,0,515,23.95,0,0.4248,0
1636,Wade,Fadel,1945-08-02,2020-03-16,hotmail,294,drivers_licence,UK,Germany,France,ios,0,0,791,60.64,1,0.7454,1
62,Hayes,Okuneva,1991-09-13,2020-11-13,gmail,526,passport,Germany,Germany,France,ios,0,0,633,126.71,1,0.90515,1
3233,Dawna,Cole,1943-11-30,2020-11-26,hotmail,950,passport,UK,Germany,UK,ios,0,0,836,98.16,1,0.8576,1
3534,Sabastian,Torp,1963-08-27,2020-02-17,yahoo,413,passport,UK,Russia,France,ios,0,0,639,38.66,1,0.6003,1
5191,Bridgett,Bahringer,1987-06-19,2020-11-08,hotmail,655,national_id,France,Russia,Russia,android,1,0,521,11.77,0,0.20655,0
5560,Zigmund,Nikolaus,1953-07-23,2020-02-21,gmail,629,drivers_licence,Germany,France,Germany,android,0,0,492,8.31,0,0.1281,0
5632,Macel,Zulauf,1950-07-09,2020-10-16,gmail,726,national_id,France,UK,Russia,ios,1,0,350,7.23,0,0.1002,0
5763,Goldia,Mayert,1984-10-17,2020-04-14,hotmail,939,national_id,Germany,UK,Germany,android,0,0,764,85.51,0,0.8288,1
5411,Lorri,Feeney,1979-04-15,2020-09-14,hotmail,248,national_id,Russia,Germany,UK,windows,1,0,350,80.95,0,0.816,1
471,Chante,Stamm,1980-07-08,2020-04-19,gmail,323,passport,UK,Germany,Russia,ios,0,0,722,122.18,1,0.8999,1
1239,Vennie,Rolfson,1955-03-04,2020-10-29,gmail,66,national_id,France,UK,Germany,ios,0,0,360,4.13,0,0.03745,0
3204,Emma,Kovacek,1997-07-08,2020-06-03,yahoo,202,passport,Russia,UK,Germany,ios,0,1,715,26.25,1,0.45655,0
1295,Tayla,Bahringer,1967-12-26,2020-03-29,hotmail,688,national_id,Germany,Russia,France,ios,0,0,734,4.16,0,0.03805,0
1416,Elizabeth,Goldner,1950-10-25,2020-12-17,gmail,723,drivers_licence,UK,UK,UK,android,0,0,588,385.27,1,0.9897,1
1076,Consuelo,Volkman,1977-05-17,2020-02-22,yahoo,465,national_id,Russia,Germany,UK,android,0,0,693,26.21,0,0.4562,0
1724,Larue,Smitham,1950-12-05,2020-10-05,hotmail,1090,drivers_licence,Russia,UK,France,ios,0,0,612,15.25,0,0.27495,0
144,Hurbert,Swift,1969-03-20,2020-05-14,hotmail,211,drivers_licence,UK,France,France,ios,1,0,449,106.22,1,0.8766,1
3702,Jazlyn,Bednar,1984-01-06,2020-11-28,gmail,715,passport,Germany,France,Germany,ios,0,0,792,53.52,1,0.7092,1
3208,Elmo,Hintz,1956-08-02,2020-06-26,yahoo,1059,national_id,Russia,Germany,Germany,android,1,0,309,60.41,0,0.7441,1
421,Ayana,Dickens,1970-12-09,2020-06-14,yahoo,185,national_id,UK,UK,Russia,ios,0,0,404,8.21,0,0.12495,0
3850,Les,Towne,1954-05-08,2020-11-24,gmail,197,drivers_licence,France,UK,Germany,android,0,0,319,24.6,0,0.43495,0
1774,Webb,Friesen,1943-05-31,2020-12-21,hotmail,214,passport,Germany,Russia,Russia,android,0,0,483,33.0,1,0.5422,0
1744,Arch,Johns,1988-10-18,2020-05-21,yahoo,252,passport,Russia,UK,UK,ios,1,0,651,48.56,1,0.6795,1
113,Kiya,Champlin,1962-05-23,2020-04-18,hotmail,329,drivers_licence,Germany,UK,UK,android,1,0,413,124.1,1,0.9017,1
1639,Kelli,Aufderhar,1969-02-10,2021-01-12,gmail,964,passport,Germany,UK,France,android,0,0,636,98.37,1,0.8582,1
4540,Octa,Daniel,1958-04-07,2020-06-10,yahoo,367,drivers_licence,UK,Russia,Russia,android,1,1,695,23.31,0,0.41475,0
414,Bryn,Ullrich,1996-06-21,2020-10-24,hotmail,947,national_id,Germany,Russia,Germany,android,0,0,445,13.38,0,0.2386,0
214,Renada,Cruickshank,1944-04-15,2020-03-07,yahoo,868,national_id,UK,France,Germany,android,1,0,788,56.97,0,0.7277,1
3599,Shonna,Tillman,1995-05-14,2020-04-10,yahoo,712,drivers_licence,UK,Germany,Russia,android,1,0,548,19.43,0,0.3533,0
357,Kaiya,Sipes,1965-07-14,2020-02-21,gmail,305,passport,Russia,Germany,UK,ios,0,1,654,23.91,1,0.42395,0
1196,Jaxton,Durgan,1948-09-17,2020-11-22,gmail,610,national_id,Germany,France,Russia,android,0,0,367,29.05,0,0.4958,0
3090,Zeta,Witting,1991-03-28,2020-04-28,yahoo,282,passport,France,France,Germany,ios,0,1,749,58.65,1,0.73585,1
2290,Orah,Cassin,1944-09-28,2020-08-04,gmail,695,national_id,UK,Germany,UK,ios,0,0,823,36.87,0,0.5832,0
1390,Rylie,Wyman,1977-09-20,2020-10-11,yahoo,1199,passport,France,UK,UK,ios,0,0,513,17.78,1,0.32415,0
5032,Maeve,Erdman,1978-01-24,2020-05-05,hotmail,775,national_id,France,UK,France,android,1,0,662,41.09,0,0.62,1
3240,Terrance,Rodriguez,1993-07-04,2020-05-08,hotmail,419,passport,Russia,Russia,Germany,ios,0,0,646,183.18,1,0.9489,1
4659,Elna,Kutch,1973-11-01,2020-06-23,gmail,1184,drivers_licence,UK,Russia,Germany,android,1,1,574,25.4,0,0.4458,0
3446,Kordell,Schuster,1962-11-11,2020-10-18,gmail,833,drivers_licence,Germany,Germany,Russia,ios,0,0,760,25.62,1,0.44945,0
5719,Adaline,Cremin,1969-09-23,2020-03-14,gmail,298,passport,Germany,Germany,France,ios,0,0,733,29.01,0,0.49485,0
2508,Marta,Dickens,1941-03-04,2020-08-12,hotmail,172,passport,Russia,Germany,Germany,ios,0,0,581,47.25,0,0.6703,1
4979,Brittany,Shields,1954-03-31,2020-04-18,gmail,234,national_id,Russia,France,Germany,ios,0,0,345,7.93,0,0.1176,0
3822,Blair,Corkery,1972-06-06,2020-03-12,yahoo,918,passport,UK,Russia,France,ios,0,1,449,8.64,1,0.1354,0
4440,Anatole,Cummerata,1954-08-10,2020-07-29,hotmail,267,national_id,Germany,Germany,Germany,android,0,0,531,21.95,0,0.3922,0
283,Terese,Murphy,1984-01-14,2020-08-24,hotmail,974,national_id,UK,UK,France,android,0,0,660,13.61,0,0.2424,0
2016,Ambers,Ryan,1966-01-21,2020-06-02,yahoo,575,national_id,Russia,Russia,Russia,windows,1,0,485,7.99,0,0.11845,0
4388,Lilyanna,Gleichner,1978-12-26,2020-11-29,yahoo,1125,national_id,UK,UK,Germany,ios,1,0,694,42.91,0,0.6351,1
714,Eleanora,Feeney,1999-04-01,2020-06-19,gmail,679,drivers_licence,Germany,Germany,Germany,android,0,0,792,87.79,0,0.8353,1
3644,Demetrius,Jast,1965-05-18,2020-12-24,gmail,460,passport,France,Germany,France,ios,1,0,376,8.46,0,0.1314,0
5598,Al,Baumbach,1973-02-08,2020-01-06,yahoo,38,drivers_licence,Russia,UK,France,android,0,1,568,14.75,0,0.2657,0
3497,Trayvon,Mohr,1992-11-04,2020-09-21,yahoo,924,passport,UK,France,Germany,ios,0,0,779,13.04,1,0.2319,0
163,Matie,Armstrong,1997-06-07,2020-06-18,gmail,1129,national_id,Germany,Germany,UK,ios,0,0,514,46.12,0,0.6603,1
5951,May,Turner,1963-09-09,2020-02-04,yahoo,269,drivers_licence,Germany,Germany,France,android,0,1,715,11.66,0,0.2043,0
306,Jody,Mitchell,1975-10-05,2020-09-05,yahoo,801,passport,France,UK,Germany,ios,1,1,643,48.05,1,0.67595,1
2898,Titus,Berge,1949-09-07,2020-11-13,hotmail,1034,drivers_licence,Russia,Russia,Germany,ios,1,0,380,13.69,0,0.24435,0
3302,Andreas,Goodwin,1984-05-14,2020-03-24,hotmail,1141,passport,Germany,France,Russia,windows,0,0,806,13.75,0,0.246,0
3024,Valerie,Okuneva,1975-09-08,2020-02-15,gmail,785,national_id,Russia,Russia,UK,windows,1,0,364,66.0,0,0.765,1
762,Evonne,Cummerata,1986-02-18,2020-01-16,hotmail,1096,national_id,France,UK,Germany,android,0,0,581,50.38,0,0.69145,1
1833,Shawanda,D'Amore,1986-04-06,2020-07-11,gmail,624,passport,UK,UK,UK,ios,0,0,311,40.1,1,0.612,1
798,Ardell,Connelly,1998-09-06,2020-11-05,yahoo,318,passport,Russia,Germany,France,ios,0,1,355,74.57,1,0.79385,1
426,Jeramie,Zemlak,1952-12-19,2020-05-18,gmail,297,passport,France,Germany,France,android,1,1,551,58.97,0,0.73715,1
2720,Viney,Abernathy,1990-11-23,2020-04-30,yahoo,98,passport,Germany,Germany,France,ios,1,0,762,32.18,0,0.53225,0
1021,Bambi,Tillman,1962-04-06,2020-07-08,hotmail,981,passport,Germany,UK,UK,ios,1,0,786,85.26,1,0.8282,1
2348,Aiden,Schneider,1971-03-01,2020-02-22,gmail,1145,drivers_licence,Russia,Russia,Russia,ios,0,0,717,37.1,1,0.5856,0
4340,Unknown,Bechtelar,1952-02-01,2020-08-27,hotmail,552,drivers_licence,Russia,Germany,France,android,0,0,812,13.71,0,0.24505,0
3171,Devante,Dickinson,1958-11-21,2020-12-23,hotmail,983,national_id,France,Germany,Germany,android,0,0,600,2.29,0,0.0095,0
3511,Lylah,Mante,1965-12-11,2020-12-04,gmail,142,drivers_licence,Germany,UK,Germany,ios,1,0,843,100.56,1,0.8638,1
5075,Lenord,Stehr,1997-03-11,2020-10-16,hotmail,867,national_id,Germany,Russia,Russia,android,0,0,316,42.25,0,0.62945,1
5858,Georgie,Bashirian,1984-05-28,2020-05-02,yahoo,797,national_id,UK,France,UK,ios,0,0,751,28.59,0,0.49055,0
2105,Charlie,Turner,1969-03-26,2020-05-25,yahoo,981,passport,Germany,Germany,Germany,ios,0,0,624,23.02,1,0.4105,0
202,Alisson,O'Connell,1940-07-17,2020-05-14,gmail,533,national_id,France,UK,France,ios,0,0,323,22.68,0,0.4053,0
3972,Mose,McClure,1999-04-08,2020-10-27,hotmail,886,drivers_licence,France,Russia,Russia,android,0,0,555,17.07,0,0.31185,0
5197,Parker,Gerhold,1994-05-31,2020-09-02,yahoo,742,national_id,France,France,Germany,android,0,0,838,14.22,0,0.25535,0
1778,Malaya,Sawayn,1942-12-26,2020-01-30,yahoo,1148,national_id,France,Russia,France,android,1,0,324,15.53,0,0.2813,0
2874,Louise,Willms,1969-09-25,2020-12-18,gmail,1093,drivers_licence,Germany,Russia,Russia,windows,0,0,553,9.72,1,0.1601,0
335,Yadiel,Mills,1983-01-01,2020-04-14,hotmail,370,national_id,Germany,UK,France,android,0,0,819,16.95,0,0.3101,0
1492,Kassandra,Zulauf,1968-09-01,2020-01-06,gmail,464,drivers_licence,France,Russia,Russia,ios,0,0,682,60.5,1,0.7446,1
3647,Pate,Little,1969-08-09,2020-01-22,hotmail,1159,passport,Russia,Russia,Germany,ios,1,0,345,284.47,1,0.9789,1
1594,Minoru,Lubowitz,1963-11-07,2020-04-30,gmail,160,drivers_licence,Russia,Russia,UK,android,0,0,603,15.73,0,0.28545,0
2915,Sylvan,Barton,1984-02-28,2020-09-14,gmail,977,passport,Russia,France,Russia,android,0,0,436,630.43,1,0.9966,1
2079,Le,Green,1961-05-11,2020-01-27,hotmail,286,passport,Russia,Russia,France,ios,0,0,704,25.61,1,0.4493,0
1474,Devyn,Morissette,1989-04-27,2020-10-22,hotmail,1079,national_id,UK,France,Russia,windows,0,0,688,14.0,0,0.25095,0
427,Rowan,Ferry,1971-07-16,2021-01-07,yahoo,897,drivers_licence,Russia,UK,Russia,ios,1,0,844,33.14,1,0.5435,0
3192,Kristy,Goyette,1982-05-01,2020-02-03,yahoo,639,national_id,Russia,UK,UK,android,0,0,726,50.85,0,0.6945,1
3850,Williard,Bergnaum,1979-03-24,2020-12-11,hotmail,165,passport,France,France,Russia,ios,1,0,812,19.43,1,0.3533,0
1134,Cinnamon,Cole,1980-12-06,2020-09-26,gmail,644,drivers_licence,UK,France,France,ios,0,0,517,75.91,1,0.798,1
151,Rachel,Gleason,1956-03-07,2020-03-10,gmail,370,national_id,UK,France,UK,android,0,0,750,15.04,0,0.27045,0
848,Aydan,Crooks,1965-08-30,2020-10-04,gmail,512,passport,Russia,Germany,Germany,ios,0,0,719,175.8,1,0.9446,1
755,Clementine,Terry,1975-06-24,2020-11-11,gmail,862,passport,France,Russia,UK,ios,1,0,847,29.11,1,0.49675,0
2688,Stevie,Corwin,1996-06-28,2020-05-13,hotmail,269,national_id,UK,UK,France,ios,0,0,366,15.14,0,0.27225,0
1268,Ellamae,Kemmer,1941-03-21,2020-07-29,hotmail,868,passport,UK,Russia,Germany,ios,1,0,619,53.38,1,0.70795,1
2514,Georgetta,Frami,1966-11-29,2021-01-22,yahoo,116,passport,UK,Russia,UK,ios,1,0,377,22.0,1,0.3939,0
1737,Iverson,Ritchie,1963-06-02,2020-07-12,yahoo,1006,national_id,Germany,UK,Germany,android,0,0,442,19.42,0,0.353,0
502,Christie,McClure,1955-04-01,2020-12-18,gmail,1153,national_id,Germany,France,France,android,0,0,733,7.11,0,0.09815,0
2538,Raven,Kemmer,1957-08-25,2020-05-05,hotmail,74,drivers_licence,Russia,France,France,android,1,0,613,43.26,0,0.63825,1
5364,Lessie,Lehner,1999-11-22,2020-09-14,yahoo,215,national_id,France,UK,France,windows,1,0,380,19.18,0,0.34805,0
570,Martin,Sporer,1946-02-25,2020-10-04,gmail,186,drivers_licence,UK,UK,Germany,ios,0,0,686,90.08,1,0.8404,1
5185,Randel,Murray,1955-03-29,2020-10-15,gmail,272,national_id,Russia,Germany,UK,ios,0,0,725,5.54,0,0.0637,0
4414,Gabriella,Schaefer,1960-11-01,2020-03-21,yahoo,983,drivers_licence,Russia,Russia,Germany,ios,1,1,444,32.17,0,0.532,0
4486,Dashawn,Vandervort,1964-04-03,2020-02-18,gmail,1018,passport,UK,UK,France,ios,0,0,601,66.34,0,0.7661,1
1043,Jadiel,Gislason,1964-07-19,2020-04-02,gmail,1017,national_id,Russia,Germany,Russia,ios,1,0,762,8.35,0,0.12895,0
